rating,comm,date,playtime,comm_ready,rating_bool
Not Recommended,10 вылетов из 10 и лучше я в Фортнайт вернусь.,Posted: 12 Apr @ 4:23am,2.6 hrs last two weeks / 22.0 hrs on record(21.3 hrs at review time),10 вылет 10 фортнайта вернуться,0
Recommended,"ребята, не важно сколько у вас часовглавное то, какое количество микелянджело у вас сидит возле компьютера и фапает на ваш светящийся коврик",Posted: 12 Apr @ 4:20am,17.3 hrs last two weeks / 239.3 hrs on record(227.0 hrs at review time),ребята важно часовглавное то какой количество микелянджело сидеть возле компьютер фапаета светящийся коврик,1
Not Recommended,Дерьмо в котором за 12 лет не смогли сделать античит.,Posted: 12 Apr @ 4:14am,5.0 hrs last two weeks / 718.1 hrs on record(713.4 hrs at review time),дерьмо который 12 смочь античит,0
Recommended,"Игра огонь,советую!!))",Posted: 12 Apr @ 4:11am,68.4 hrs last two weeks / 95.9 hrs on record(36.8 hrs at review time),игра огонь советовать,1
Recommended,"ужас, тиммейты которые попадаются просто бесполезны",Posted: 12 Apr @ 3:48am,12.3 hrs last two weeks / 65.6 hrs on record(56.0 hrs at review time),ужас тиммейт попадаться бесполезный,1
Not Recommended,"КС это была игра в ту которую я реально любил играть, но после выхода кс2, это уже перестало быть игрой, это превратилось в ужасное подобие бета-версии какой-то мобильной игры, поскольку нету НИ АНТИЧИТА, в каждой игре попадается хоть один да софтер ГАРАНТИРОВАНО, куча багов, команды на вх, люди, я реально долго играл в эту игру (На втором аккаунте """"Lapataton""""), рекомендую вам не играть в эту игру, это больше не игра, это просто свалка с кучей читеров и багов.",Posted: 12 Apr @ 4:07am,13.0 hrs last two weeks / 252.6 hrs on record(246.0 hrs at review time),кс игра который реально любить играть выход кс2 перестать игра превратиться ужасный подобие бета версия какой то мобильный игра поскольку нету античита каждый игра попадаться софтереть гарантировать куча баг команда вх человек реально играть игра на второй аккаунт lapataton рекомендовать играть игра игра свалка куча читер баг,0
Recommended,ганп ,Posted: 12 Apr @ 3:45am,5.4 hrs last two weeks / 284.9 hrs on record(280.0 hrs at review time),ганп,1
Not Recommended,95% ИГРЫ ЧИТЕРЫ,Posted: 12 Apr @ 3:38am,"23.9 hrs last two weeks / 1,384.0 hrs on record(1,374.0 hrs at review time)",95 игра читер,0
Recommended,"Эта игра заставила меня задуматься в каком тесном мире мы живем , всегда латырея какой тимейт тебе попадется:)",Posted: 12 Apr @ 3:35am,42.5 hrs last two weeks / 185.3 hrs on record(149.8 hrs at review time),игра заставить задуматься какой тесный мир жить латырей тимейт попасться,1
Recommended,четко,Posted: 12 Apr @ 3:32am,25.1 hrs last two weeks / 226.4 hrs on record(219.4 hrs at review time),чётко,1
Recommended,обожаю эту игру ..... как её там ? симулятор банов в мм на неделю из-за маленького времени для захода после неожиданного вылета,Posted: 12 Apr @ 3:25am,10.8 hrs last two weeks / 171.9 hrs on record(162.1 hrs at review time),обожать игра симулятор бан мм неделя из за маленький заход неожиданный вылет,1
Recommended,"Можно барсуку в жопу сунуть динамитМожно медведю в берлогу насрать, пока он спитМожно отъебать белку в очкоМожно повесить за яйца десять волчковМожно скворца засунуть в жопу лисеМожно поебать стадо молодых гусейВ весеннем лесу очень хорошоНу вообщем игра заебись",Posted: 12 Apr @ 3:25am,3.7 hrs last two weeks / 124.9 hrs on record(124.4 hrs at review time),барсук жопа сунуть динамитможный медведь берлога насрать спитможный отъебать белка очкоможный повесить яйцо волчковможный скворец засунуть жопа лисеможный поебать стадо молодой гусейв весенний лес хорошон вообщий игра заебись,1
Recommended,Теперь я точно конченый =),Posted: 12 Apr @ 3:24am,24.3 hrs last two weeks / 95.0 hrs on record(85.5 hrs at review time),точно конченый,1
Recommended,"игра классная, правда теперь подсел на скины как на казино",Posted: 12 Apr @ 3:21am,65.8 hrs last two weeks / 186.0 hrs on record(132.9 hrs at review time),игра классный подсесть скин казино,1
Recommended,ммммммммм ,Posted: 12 Apr @ 3:19am,24.4 hrs last two weeks / 151.3 hrs on record(131.6 hrs at review time),ммммммммм,1
Recommended,"норм, для бомжей",Posted: 12 Apr @ 3:17am,102.7 hrs last two weeks / 298.3 hrs on record(204.2 hrs at review time),норма бомж,1
Recommended,потрясающая игра ради нее комп купил,Posted: 12 Apr @ 3:16am,23.5 hrs last two weeks / 34.7 hrs on record(12.9 hrs at review time),потрясать игра ради комп купить,1
Recommended,игра топ,Posted: 12 Apr @ 3:06am,57.7 hrs last two weeks / 733.5 hrs on record(698.5 hrs at review time),игра топ,1
Recommended,найс,Posted: 12 Apr @ 3:06am,18.6 hrs last two weeks / 86.5 hrs on record(74.9 hrs at review time),найса,1
Recommended,Отчетливо видно,Posted: 12 Apr @ 3:05am,43.2 hrs last two weeks / 938.8 hrs on record(910.3 hrs at review time),отчётливо видно,1
Recommended,ВФЫВФЫВФЫВЫФ,Posted: 12 Apr @ 3:04am,6.6 hrs last two weeks / 270.8 hrs on record(264.2 hrs at review time),вфывфывфывыф,1
Recommended,ЦЦЦЦ,Posted: 12 Apr @ 3:00am,24.3 hrs last two weeks / 31.6 hrs on record(10.7 hrs at review time),цццца,1
Not Recommended,игра уже умер,Posted: 12 Apr @ 2:58am,18.8 hrs last two weeks / 125.4 hrs on record(108.1 hrs at review time),игра умереть,0
Recommended,Пойдет на пару вечерков,Posted: 12 Apr @ 2:53am,"1.4 hrs last two weeks / 1,083.0 hrs on record(1,082.4 hrs at review time)",пойти пара вечерок,1
Recommended,Игра крутая но банит всех кроме читеров :steamthumbsup:,Posted: 12 Apr @ 2:53amUpdated: 13 Apr @ 3:36am,7.3 hrs last two weeks / 43.9 hrs on record(43.9 hrs at review time),игра крутой банить читер steamthumbsup,1
Recommended,Подарите капсули мне,Posted: 12 Apr @ 2:46am,28.2 hrs last two weeks / 28.2 hrs on record(9.0 hrs at review time),подарить капсулить,1
Recommended,"То є курва добра гра, але чітаків багато і хробаків!",Posted: 12 Apr @ 2:44am,78.3 hrs last two weeks / 365.9 hrs on record(294.6 hrs at review time),курва добро гра але чітакіть багато хробакіть,1
Recommended,"Игра топ, если бы не выпал Я с окна а тайное авпэ",Posted: 12 Apr @ 2:40am,49.2 hrs last two weeks / 202.0 hrs on record(156.9 hrs at review time),игра топ выпасть окно тайный авпэ,1
Not Recommended,Зря потатил время на эту ,Posted: 12 Apr @ 2:39am,"154.3 hrs last two weeks / 1,404.9 hrs on record(1,302.7 hrs at review time)",зря потатила,0
Recommended,Игра класс!,Posted: 12 Apr @ 2:36am,20.6 hrs last two weeks / 71.1 hrs on record(60.9 hrs at review time),игра класс,1
Recommended,НОРМ,Posted: 12 Apr @ 2:36am,12.8 hrs last two weeks / 14.8 hrs on record(4.1 hrs at review time),норма,1
Not Recommended,хуита,Posted: 12 Apr @ 2:35am,14.6 hrs last two weeks / 942.4 hrs on record(931.0 hrs at review time),хуит,0
Recommended,пп,Posted: 12 Apr @ 2:35am,"53.3 hrs last two weeks / 1,049.5 hrs on record(1,010.9 hrs at review time)",пп,1
Not Recommended,ЖИРТИТИТТИТИТИ,Posted: 12 Apr @ 2:35am,1.2 hrs last two weeks / 25.3 hrs on record(24.3 hrs at review time),жиртититтитити,0
Recommended,ИГРА ИМБА ПРОПАДАЮ В НЕЙ ЧАСАМИ,Posted: 12 Apr @ 2:31am,"11.9 hrs last two weeks / 1,018.2 hrs on record(1,011.0 hrs at review time)",игра имб пропадать часами,1
Recommended,"Здесь очень хорошие игроки. Они с уважением относятся к вашим родственникам. Узнал много интересного про своих родителей. Мне кажется, что все 4 тиммейта любят мою маму больше чем я сам. Иногда попадаются люди с проблемами позвоночника. Им приходится смотреть вниз при этом бегать по карте. Конечно они раздают фраги жёстко, но мне всё равно жалко таких людей-инвалидов которые родились с заболеванием позвоночника. Бывает, в катку закинет человека, который способен чувствовать противника через стены. Недолго думая мой тиммейт тоже решил овладеть такой способностью. Какая-то Битва Экстрасенсов получается. За эти 500 часов проведённых в этой замечательной игре я пополнил свой словарный запас матами на 100 томов. Ещё здесь можно встретить успешных самцов, которые переспали со всеми мамами света.",Posted: 12 Apr @ 2:31am,50.1 hrs last two weeks / 179.0 hrs on record(146.6 hrs at review time),хороший игрок уважение относиться ваш родственник узнать интересный родитель казаться тиммейт любить мой мама сам попадаться проблема позвоночник приходиться бегать карта раздавать фрага жёстко равно жалко такой человек инвалид родиться заболевание позвоночник бывать каток закинуть человек способный чувствовать противник стена недолго думать тиммейт решить овладеть способность какой то битва экстрасенс получаться 500 час провести замечательный игра пополнить словарный запас мат 100 том встретить успешный самец переспать мама свет,1
Not Recommended,не регает,Posted: 12 Apr @ 2:27am,14.5 hrs last two weeks / 14.9 hrs on record(5.4 hrs at review time),регаета,0
Not Recommended,СЛИШКОМ  ЧИТЕРОВ,Posted: 12 Apr @ 2:21am,0.1 hrs last two weeks / 224.6 hrs on record,читер,0
Recommended,Плюсы: Игра под пивасик или энергетик Минусы: Новый движок у многих теперь кс лагает или даже вылетает Короче хотите просирать жизнь или стать скинодрочером впринципе можно играть,Posted: 12 Apr @ 2:20am,7.0 hrs last two weeks / 83.3 hrs on record(82.3 hrs at review time),плюс игра пивасик энергетик минус движок многий кс лагаета вылетать короче хотеть просирать скинодрочер впринцип играть,1
Recommended,говно,Posted: 12 Apr @ 2:10am,2.6 hrs last two weeks / 13.4 hrs on record(11.8 hrs at review time),говно,1
Recommended,Если вы хотите увидеть туеву хучу читеров то вам сюда:),Posted: 12 Apr @ 2:08am,9.8 hrs last two weeks / 57.8 hrs on record(53.3 hrs at review time),хотеть туева хучить читер сюда,1
Recommended,кайф,Posted: 12 Apr @ 1:56am,12.1 hrs last two weeks / 12.1 hrs on record(5.1 hrs at review time),кайф,1
Recommended,"ДА Игра Хорошая, но читеров куча!",Posted: 12 Apr @ 1:50am,"81.2 hrs last two weeks / 1,062.8 hrs on record(1,004.9 hrs at review time)",игра хороший читер куча,1
Recommended,я,Posted: 12 Apr @ 1:48am,13.7 hrs last two weeks / 14.8 hrs on record(8.2 hrs at review time),,1
Recommended,игра для комнатных героев,Posted: 12 Apr @ 1:38am,7.5 hrs last two weeks / 271.8 hrs on record(267.5 hrs at review time),игра комнатный герой,1
Recommended,"Игра хорошая, но я лысый",Posted: 12 Apr @ 1:37am,"16.9 hrs last two weeks / 2,250.6 hrs on record(2,237.6 hrs at review time)",игра хороший лысый,1
Recommended,"Крутая игра, но много багов и плохих тимейтов!",Posted: 12 Apr @ 1:36am,43.2 hrs last two weeks / 45.0 hrs on record(9.2 hrs at review time),крутой игра баг плохой тимейт,1
Recommended,Сатана могила кладбище дерьмо!!!!,Posted: 12 Apr @ 1:32am,6.2 hrs last two weeks / 672.2 hrs on record(666.0 hrs at review time),сатана могила кладбище дерьмо,1
Recommended,советую но нужно уметь играть в подобные игры,Posted: 12 Apr @ 1:29am,2.4 hrs last two weeks / 4.7 hrs on record(4.0 hrs at review time),советовать играть подобный игра,1
Recommended,круто,Posted: 12 Apr @ 1:24am,24.1 hrs last two weeks / 130.5 hrs on record(113.5 hrs at review time),круто,1
Recommended,"ебано, но тянет в игру",Posted: 12 Apr @ 1:09am,"36.4 hrs last two weeks / 1,035.9 hrs on record(1,004.4 hrs at review time)",ебано тянуть игра,1
Recommended, дерьмо,Posted: 12 Apr @ 1:03am,10.7 hrs last two weeks / 32.6 hrs on record(27.0 hrs at review time),дерьмо,1
Recommended,оттщтшо,Posted: 12 Apr @ 12:58am,2.8 hrs last two weeks / 13.2 hrs on record(11.0 hrs at review time),оттщтшо,1
Recommended,"Игра как всегда на высоте! Но по сравнению с той же csgo  не хватает ивентов. Очень уж долго валве рисует что-то новое. Баги есть в каждой игре, от этого никуда не деться. Хлеб в игре есть, а вот зрелишь не хватает. По этому нужны ивенты и ещё раз ивенты. Грязные воды давно прошли, сейчас из нового только гонка вооружении. Но этим никого не удивишь и не завлечешь.",Posted: 12 Apr @ 1:02am,13.1 hrs last two weeks / 229.4 hrs on record(216.6 hrs at review time),игра высота сравнение тот csgo хватать ивент валва рисовать что то новый баг каждый игра деться хлеб игра есть зрелить хватать нужный ивента ивента грязный вода пройти новый гонка вооружение никто удивить завлечь,1
Recommended,имба,Posted: 12 Apr @ 12:48am,5.5 hrs last two weeks / 5.5 hrs on record(3.8 hrs at review time),имб,1
Recommended,норм,Posted: 12 Apr @ 12:48am,"12.2 hrs last two weeks / 2,955.8 hrs on record(2,947.2 hrs at review time)",норма,1
Recommended,Хорошая Игра,Posted: 12 Apr @ 12:46am,3.1 hrs last two weeks / 35.2 hrs on record(33.1 hrs at review time),хороший игра,1
Recommended,она очень крутая советую ее скачать,Posted: 12 Apr @ 12:43am,7.6 hrs last two weeks / 648.0 hrs on record(641.1 hrs at review time),крутой советовать скачать,1
Recommended,"Здесь будет кошка, люди, которые будут пролистывать страницу, могут погладить ее.<U+3000><U+3000><U+3000> <U+3000><U+3000>/><U+3000><U+3000><U+30D5><U+3000><U+3000><U+3000> <U+3000><U+3000>| <U+3000>_<U+3000> _ l<U+3000> <U+3000><U+3000> <U+3000>/` <U+30DF>_x<U+30CE><U+3000><U+3000> <U+3000> /<U+3000><U+3000><U+3000> <U+3000> |<U+3000><U+3000><U+3000> /<U+3000> <U+30FD><U+3000><U+3000> <U+FF89><U+3000> <U+3000> <U+3000><U+3000>|<U+3000>|<U+3000>|<U+3000>/<U+FFE3>|<U+3000><U+3000> |<U+3000>|<U+3000>|<U+3000>| (<U+FFE3><U+30FD>__<U+30FD>_)__)<U+3000>\<U+4E8C><U+3064>",Posted: 12 Apr @ 12:33am,0.0 hrs last two weeks / 684.9 hrs on record,кошка человек пролистывать страница погладить она _x ___ __,1
Recommended,лол,Posted: 12 Apr @ 12:07am,35.6 hrs last two weeks / 62.5 hrs on record(39.2 hrs at review time),лола,1
Recommended, без античита,Posted: 12 Apr @ 12:05am,52.7 hrs last two weeks / 456.4 hrs on record(417.8 hrs at review time),античита,1
Recommended,норм для 1 класса,Posted: 12 Apr @ 12:00am,18.7 hrs last two weeks / 275.2 hrs on record(256.5 hrs at review time),норма класс,1
Recommended,стреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешь,Posted: 12 Apr @ 12:04am,0.0 hrs last two weeks / 6.8 hrs on record,стреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстреляешьстрелять,1
Recommended,"Действительно хорошая игра, я поиграл 100 часов мне понравилось, Советую",Posted: 11 Apr @ 11:57pm,78.6 hrs last two weeks / 158.2 hrs on record(106.9 hrs at review time),хороший игра поиграть 100 час понравиться советовать,1
Recommended,Просто ,Posted: 11 Apr @ 11:57pm,35.9 hrs last two weeks / 108.6 hrs on record(87.1 hrs at review time),,1
Recommended,збс игра,Posted: 11 Apr @ 11:46pm,13.7 hrs last two weeks / 294.7 hrs on record(284.0 hrs at review time),збс игра,1
Recommended,ичо,Posted: 11 Apr @ 11:41pm,21.5 hrs last two weeks / 87.8 hrs on record(73.9 hrs at review time),ичо,1
Recommended, для геев,Posted: 11 Apr @ 11:33pm,61.1 hrs last two weeks / 689.5 hrs on record(643.1 hrs at review time),гей,1
Recommended,"Нашел себе еще пару отцов, трахают в жопу, мне все нравится",Posted: 11 Apr @ 11:31pm,20.5 hrs last two weeks / 292.4 hrs on record(274.0 hrs at review time),найти пара отец трахать жопа нравиться,1
Not Recommended, для пидорасов,Posted: 11 Apr @ 11:26pm,5.2 hrs last two weeks / 351.1 hrs on record(347.3 hrs at review time),пидорас,0
Recommended,ИГРА КАЙФ РЫЛЯ,Posted: 11 Apr @ 11:25pm,14.6 hrs last two weeks / 834.3 hrs on record(827.3 hrs at review time),игра кайф рылить,1
Recommended,"Чисто с пацанами залететь, поиграть.Бывает много можно узнать про своих родственников и насколько же они их любят)",Posted: 11 Apr @ 11:20pm,21.2 hrs last two weeks / 87.5 hrs on record(70.8 hrs at review time),чисто пацан залететь поиграть бывать узнать родственник насколько любить,1
Recommended,чик чик,Posted: 11 Apr @ 11:18pm,56.5 hrs last two weeks / 552.2 hrs on record(508.6 hrs at review time),чик чик,1
Not Recommended,"Ты набьёшь 40 киллов, но всё равно не переиграешь читера",Posted: 11 Apr @ 11:17pmUpdated: 11 Apr @ 11:18pm,37.1 hrs last two weeks / 885.1 hrs on record(862.6 hrs at review time),набить 40 киллов равно переиграть читер,0
Recommended,Да,Posted: 11 Apr @ 11:15pm,"2.0 hrs last two weeks / 3,867.0 hrs on record(3,865.1 hrs at review time)",,1
Recommended,ДАЙТЕ НАГРАДУ ПЖ,Posted: 11 Apr @ 11:14pm,14.5 hrs last two weeks / 19.6 hrs on record(7.3 hrs at review time),дать награда пж,1
Recommended,"Да хз, пока не поняла интересно или нет",Posted: 11 Apr @ 11:07pm,118.2 hrs last two weeks / 960.0 hrs on record(883.5 hrs at review time),хз понять интересно,1
Recommended,хз,Posted: 11 Apr @ 11:05pm,13.9 hrs last two weeks / 64.4 hrs on record(50.7 hrs at review time),хз,1
Recommended,"Прекрасная игра, все игроки очень вежливые и добрые 10/10)",Posted: 11 Apr @ 10:47pm,27.9 hrs last two weeks / 96.5 hrs on record(75.9 hrs at review time),прекрасный игра игрок вежливый добрый 10 10,1
Recommended,"ХОРОШАЯ ИГРА, НО МНОГО ПРО МАМУ ГОВОРЯТ( Я ОЧЕНЬ РАССТРОЕН ИЗ ЗА ЭТОГО, ТАК КАК ЛЮБЛЮ СВОЮ МАМУ",Posted: 11 Apr @ 10:47pm,"48.8 hrs last two weeks / 2,038.2 hrs on record(1,994.4 hrs at review time)",хороший игра мама говорить расстроить это любить мама,1
Recommended,Класмс,Posted: 11 Apr @ 10:45pm,37.7 hrs last two weeks / 110.6 hrs on record(85.3 hrs at review time),класмс,1
Recommended,это пизда жестко,Posted: 11 Apr @ 10:43pm,13.5 hrs last two weeks / 23.4 hrs on record(15.1 hrs at review time),пизда жёстко,1
Not Recommended,ИГРА ,Posted: 11 Apr @ 10:43pm,7.7 hrs last two weeks / 125.8 hrs on record(121.6 hrs at review time),игра,0
Recommended,круто классс,Posted: 11 Apr @ 10:39pm,45.0 hrs last two weeks / 176.8 hrs on record(147.6 hrs at review time),круто классс,1
Recommended,"игра дермище, обожаю в нее играть))",Posted: 11 Apr @ 10:33pm,10.1 hrs last two weeks / 149.1 hrs on record(145.2 hrs at review time),игра дермища обожать играть,1
Recommended,"Закидывает в лобби, где ты 1 против 9 оппонентов. Но при третьем килле даёт временную блокировку. Подскажите пожалуйста, может я что-то не понял",Posted: 11 Apr @ 10:29pm,"36.4 hrs last two weeks / 1,342.0 hrs on record(1,319.2 hrs at review time)",закидывать лобби оппонент третий килла давать временной блокировка подсказать пожалуйста что то понять,1
Recommended,имба,Posted: 11 Apr @ 10:21pm,43.7 hrs last two weeks / 491.7 hrs on record(468.7 hrs at review time),имб,1
Recommended,"Интересная игра! Случайные тимейты помогают разобраться с проблемами в семье! Все любят твоих родителей, зовут отца за хлебом.",Posted: 11 Apr @ 10:19pm,79.0 hrs last two weeks / 107.6 hrs on record(46.4 hrs at review time),интересный игра случайный тимейт помогать разобраться проблема семья любить твой родитель звать отец хлеб,1
Recommended, но советую,Posted: 11 Apr @ 10:12pm,17.8 hrs last two weeks / 823.4 hrs on record(809.3 hrs at review time),советовать,1
Recommended,так лаги регестрация урона ноль а так норм,Posted: 11 Apr @ 10:12pm,47.2 hrs last two weeks / 699.2 hrs on record(661.8 hrs at review time),лаг регестрация урон ноль норма,1
Recommended,Не затянула,Posted: 11 Apr @ 9:42pm,22.1 hrs last two weeks / 889.4 hrs on record(869.4 hrs at review time),затянуть,1
Recommended,аерраераерае,Posted: 11 Apr @ 9:38pm,14.2 hrs last two weeks / 41.2 hrs on record(33.5 hrs at review time),аерраераерай,1
Recommended,член,Posted: 11 Apr @ 9:37pm,2.2 hrs last two weeks / 236.7 hrs on record(234.8 hrs at review time),член,1
Recommended,"рекомедую к скачиванию , но точно не к запуску , также как и доту собственно",Posted: 11 Apr @ 8:28pm,10.7 hrs last two weeks / 769.3 hrs on record(761.5 hrs at review time),рекомедуть скачивание точно запуск дот собственно,1
Recommended,хороший шутер,Posted: 11 Apr @ 8:05pm,5.6 hrs last two weeks / 26.6 hrs on record(23.5 hrs at review time),шутереть,1
Recommended,"Очень хорошая игра, особенно если в нее не заходить",Posted: 11 Apr @ 7:55pm,27.8 hrs last two weeks / 83.0 hrs on record(59.7 hrs at review time),хороший игра заходить,1
Not Recommended,Игра полное говно,Posted: 11 Apr @ 7:42pm,"2.4 hrs last two weeks / 1,944.3 hrs on record(1,941.9 hrs at review time)",игра полный говно,0
Recommended,"Андрею сказали, что фистинг - это не больно. Обманули дурака на четыре кулака.",Posted: 11 Apr @ 6:52pm,4.1 hrs last two weeks / 28.1 hrs on record(24.7 hrs at review time),андрей сказать фистинг больно обмануть дурак кулак,1
Recommended,самое то под кофе и пончик,Posted: 11 Apr @ 6:46pm,11.3 hrs last two weeks / 113.6 hrs on record(107.3 hrs at review time),самый кофе пончик,1
Recommended,"хорошая игра, если ты долбаеб",Posted: 11 Apr @ 6:33pm,24.8 hrs last two weeks / 548.6 hrs on record(534.7 hrs at review time),хороший игра долбаести,1
Recommended,наиграл только 40 часов а уже в жопе что то мешается а так игра заебись,Posted: 11 Apr @ 6:13pm,37.8 hrs last two weeks / 82.0 hrs on record(48.7 hrs at review time),наиграть 40 час жопа мешаться игра заебись,1
Recommended,"Как ни крути, эта игра собирает миллионы людей и позволяет понять, что такое командная игра!",Posted: 11 Apr @ 6:08pm,12.9 hrs last two weeks / 810.4 hrs on record(806.8 hrs at review time),крутить игра собирать миллион человек позволять понять командный игра,1
Not Recommended,УЕБКИ СДЕЛАЙТЕ АНТИЧИТ МРАЗИ,Posted: 11 Apr @ 6:03pm,"27.4 hrs last two weeks / 1,445.7 hrs on record(1,427.5 hrs at review time)",уебок сделать античит мразь,0
Not Recommended,Валорант лучше,Posted: 11 Apr @ 5:56pm,5.8 hrs last two weeks / 44.2 hrs on record(39.2 hrs at review time),валорант,0
Recommended,Говно,Posted: 11 Apr @ 5:45pm,10.3 hrs last two weeks / 15.7 hrs on record(11.1 hrs at review time),говно,1
Not Recommended,игра говна,Posted: 11 Apr @ 5:43pm,17.3 hrs last two weeks / 229.8 hrs on record(220.0 hrs at review time),игра говно,0
Not Recommended,кал люди курят кал,Posted: 11 Apr @ 5:29pm,"10.4 hrs last two weeks / 1,536.6 hrs on record(1,526.1 hrs at review time)",кал курить кал,0
Recommended,немного затянула,Posted: 11 Apr @ 5:22pm,86.6 hrs last two weeks / 988.7 hrs on record(923.3 hrs at review time),затянуть,1
Recommended,"Всем привет. Раньше я не понимал, почему так много людей играет в это, но, зайдя в игру, я понял! Сказать, что я был шокирован- ничего не сказать. Как оказалось, моя мама ночная бабочка, а отец умер в болоте. Все это произошло после того, как я убил игрока, которому было лет 13 от силы. Замечательная игра с невероятными хит-боксами и физикой, прекрасные тиммейты турки, поляки, которые могут кикнуть лишь за то, что ты поздоровался с ними на русском. В общем, ставлю этой игре 10 из 10 агрессивных школьников по шкале ГЕЙБА.",Posted: 11 Apr @ 5:34pm,0.0 hrs last two weeks / 601.9 hrs on record,привет понимать человек играть это но зайти игра понять сказать шокировать сказать оказаться мама ночной бабочка умереть болото произойти тот убить игрок который 13 сила замечательный игра невероятный хит бокс физика прекрасный тиммейт турок поляк кикнуть то поздороваться русский общий ставить игра 10 10 агрессивный школьник шкала гейба,1
Recommended,Уничтожит ваши нервы.,Posted: 11 Apr @ 5:15pm,"36.4 hrs last two weeks / 3,712.2 hrs on record(3,682.6 hrs at review time)",уничтожить нерв,1
Recommended,пострелять и подумать,Posted: 11 Apr @ 5:11pm,17.9 hrs last two weeks / 524.0 hrs on record(507.5 hrs at review time),пострелять,1
Not Recommended, первая часть лучше,Posted: 11 Apr @ 4:57pm,19.3 hrs last two weeks / 588.6 hrs on record(574.4 hrs at review time),первый,0
Recommended,ваше хайп игра,Posted: 11 Apr @ 3:44pm,20.9 hrs last two weeks / 20.9 hrs on record(0.7 hrs at review time),хайп игра,1
Recommended,Мне игра зашла Имба. КИНЬТЕ ПОДАРОК ПОЖАЛУЙСТА НА ПРОПИТАНИЕ,Posted: 11 Apr @ 3:40pm,10.9 hrs last two weeks / 84.3 hrs on record(73.4 hrs at review time),игра зайти имб кинуть подарок пропитание,1
